报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,官方关键词,语言,资料角色,科技关联层级,主题标签,下载优先级,官方落地页,官方附件,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-KISTEP-RES0220250117,RES0220250117,831-003,예비타당성조사,2025-08-28,W3,2024년도 예비타당성조사 보고서 반도체첨단산업기술개발사업,강현규(예비타당성조사1센터),"반도체, 시스템반도체, 반도체 제조 장비, 반도체 제조 공정, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会；航天、核能与大型技术系统,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250117&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250117&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220250117.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220250117.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220250117.md,4141244,ddfb9c57314639fb13bce726c34b8866fce93fb49e39ae6e7f3e42f95bcb3fad,168,153080,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220250118,RES0220250118,831-003,예비타당성조사,2025-08-28,W3,2024년도 예비타당성조사 보고서 Clean-Air 기술개발사업,강현규(예비타당성조사1센터),"오존 및 초미세먼지 전구물질, 관측기기 개발, 저감장치 개발, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250118&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250118&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250119,RES0220250119,831-003,예비타당성조사,2025-08-28,W3,2024년도 예비타당성조사 보고서 기후변화 적응 수재해 관리 기술개발사업,강현규(예비타당성조사1센터),"기후변화, 수재해, 가뭄 대응 기술, 홍수 대응 기술, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250119&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250119&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250120,RES0220250120,831-003,예비타당성조사,2025-08-28,W3,2024년도 예비타당성조사 보고서 재난 및 안전관리 연구개발사업,강현규(예비타당성조사1센터),"재난안전, 자연재난, 사회재난, 안전사고, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250120&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250120&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250121,RES0220250121,831-003,예비타당성조사,2025-08-28,W3,2024년도 예비타당성조사 보고서 한국형 수소환원제철 실증기술개발사업,강현규(예비타당성조사1센터),"탄소중립, 수소환원제철, 고로-전로, 철강산업, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250121&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250121&seq=res_0026P@6,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220250121.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220250121.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220250121.md,8809901,4f193f9a182c44e3dd3247c732e89bdeaa60de73ecb8326a72064d24c29227cd,315,307639,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220250124,RES0220250124,831-003,예비타당성조사,2025-09-01,W3,2024년도 사업계획 적정성 검토 보고서 양자과학기술 플래그십 프로젝트 사업,강현규(예비타당성조사1센터),"양자과학기술, 양자컴퓨팅, 양자통신, 양자센싱, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会；航天、核能与大型技术系统,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250124&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250124&seq=res_0026P@8,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220250124.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220250124.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220250124.md,416820,a96de32e003e50abd6a903a59b3ebc89ab4154fbd1435cf4458f78773bd3aa36,40,31535,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220250125,RES0220250125,831-003,예비타당성조사,2025-09-01,W3,2024년도 사업계획 적정성 재검토 보고서 한미혁신성과창출R&D 사업,강현규(예비타당성조사2센터),"연구중심병원, 보건의료, 국제공동연구, 연구플랫폼(유닛), 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,生命科学、生物技术与健康；科研体系、研发投入与评价；产业创新、创业与区域体系,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250125&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250125&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250122,RES0220250122,831-001,조사평가,2025-09-08,W3,기술사업화 사업군 특정평가 보고서,이일환(R&D평가센터),"기술사업화, 사업군 평가, 효과성 분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250122&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250122&seq=res_0026P@1,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250126,RES0220250126,831-003,예비타당성조사,2025-09-08,W3,2024년도 사업계획 적정성 재검토 보고서 글로벌 의사과학자 양성사업,강현규(예비타당성조사2센터),"의사과학자, 중개연구, 인력양성, 국제공동연구, 사업계획 적정성 재검토",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250126&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250126&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250038,PRG0720250038,831-007,위탁/협동/공동연구보고서,2025-09-30,W3,기술 스케일업과 사업화 촉진을 위한 기술금융 모델 및 운영방안 연구,오동훈(와이젠글로벌(주)),,韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250038&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250038&seq=prg_0071P@11,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250128,RES0220250128,831-003,예비타당성조사,2025-10-10,W3,2024년도 사업계획 적정성 재검토 보고서 국가전략기술(첨단바이오) 특화연구소 육성·지원사업,강현규(예비타당성조사2센터),"첨단바이오, 디지털데이터분석활용, 글로벌 협력, 국제공동연구, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250128&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250128&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220250128.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220250128.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220250128.md,2609937,acd96013f37dae6039bed12f8b8a378a56cea80a41d98eeb7fcf6fb487a4f6a1,118,114552,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220250129,RES0220250129,831-001,조사평가,2025-10-21,W3,2025년 국가연구개발사업 상위점검 및 연구기관 상위평가,이일환(R&D평가센터),"국가연구개발사업, 국가연구개발사업 상위평가, 기관평가, 연구개발 효율성, 연구개발 성과 ",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250129&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250129&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250039,PRG0720250039,831-007,위탁/협동/공동연구보고서,2025-10-23,W3,기술패권경쟁 대응을 위한 과학기술혁신정책 기능 검토 연구,이삼열((사)한국행정학회),"과학기술정책, 글로벌기술 패권경쟁, 스마트한 3등전략, 추진체계, 과학기술 혁신본부",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；航天、核能与大型技术系统,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250039&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250039&seq=prg_0071P@13,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720250039.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-PRG0720250039.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-PRG0720250039.md,3772041,14649416a7aa9732245e2e8a9bca9a73a25a43cd022228cd82aece03775f2887,205,215919,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220250130,RES0220250130,831-002,정책기획,2025-10-28,W3,2025년도 과학기술분야 중장기계획 편람,홍정석(과학기술정책센터),"중장기계획, 연계맵, 과학, 기술, 조사‧분석 ",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250130&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250130&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250132,RES0220250132,831-002,정책기획,2025-10-30,W3,데이터 기반의 해외 우수연구자 탐색 및 네트워킹 지원체계 구축,김상일(글로벌R&D협력센터),"데이터 기반, 해외 연구자, 탐색, 네트워킹, 지원체계",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；半导体、量子与战略技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250132&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250132&seq=res_0026P@3,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220250132.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220250132.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220250132.md,15939370,8ad784f54531fc1eabd51c4994481c8e76ac0e51050b50bbd4db66e8f5d132f4,166,148107,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-PRG0720250051,PRG0720250051,831-007,위탁/협동/공동연구보고서,2025-11-19,W3,임무중심형 혁신정책(MOIP) 적용을 통한 정부 R&D 예산 운영의 효율화 전략 연구: 로봇 분야 사례 분석,봉선학(주식회사 티비앤에이),"임무중심형 혁신정책, 전략기술, 전략적 R&D, R&D효율성, 기술주권",韩文,机构正式研究,核心科技直接材料,半导体、量子与战略技术；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会；航天、核能与大型技术系统,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250051&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250051&seq=prg_0071P@10,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720250051.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-PRG0720250051.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-PRG0720250051.md,6631074,8e8b72017a888d5ecb53990c4c3039f8b56f5bd297e98a4154bda02c0bcacb4d,108,112178,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-PRG0720250047,PRG0720250047,831-007,위탁/협동/공동연구보고서,2025-11-27,W3,구축형R&D 조사체계 고도화를 위한 임무적절성 검토기준 및  방안 마련 연구,문혜선(㈜한국혁신경제연구소),,韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250047&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250047&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250048,PRG0720250048,831-007,위탁/협동/공동연구보고서,2025-11-28,W3,예비타당성조사 체계 개선안을 반영한 법령 개정안 마련 연구,이세정(한국법제연구원),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250048&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250048&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250049,PRG0720250049,831-007,위탁/협동/공동연구보고서,2025-11-28,W3,과학기술 논문성과 분석연구(2010-2024),김선태(전북대학교산학협력단),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250049&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250049&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250050,PRG0720250050,831-007,위탁/협동/공동연구보고서,2025-11-28,W3,동시수행 연구개발과제 수 제한(3책5공) 제도개선 연구,봉선학(주식회사 티비앤에이),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250050&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250050&seq=prg_0071P@8,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220250134,RES0220250134,831-003,예비타당성조사,2025-12-02,W3,2025년도 사업계획 적정성 재검토 보고서 해외우수연구기관 협력허브구축사업,강현규(예비타당성조사2센터),"국제공동연구, 협력 플랫폼, 해외우수연구기관, 국제협력, 적정성 재검토",韩文,机构正式研究,科技创新政策与能力基线,技术安全、供应链与国际合作,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220250134&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220250134&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250052,PRG0720250052,831-007,위탁/협동/공동연구보고서,2025-12-17,W3,2025년 과학기술외교 아카데미 구축·운영,최숙정(국가과학기술인력개발원),"과학기술외교, 과학기술외교인재, 과학기술외교역량, 교육훈련",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动；技术安全、供应链与国际合作,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250052&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250052&seq=prg_0071P@9,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720250053,PRG0720250053,831-007,위탁/협동/공동연구보고서,2025-12-19,W3,지역 자율 R&D 정책방향 수립을 위한 정책 연구,배정회(주식회사 혁신경영),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720250053&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720250053&seq=prg_0071P@8,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720260002,PRG0720260002,831-007,위탁/협동/공동연구보고서,2025-12-29,W3,글로벌 R&D 성과지표 개발 활용,박철호(국가녹색기술연구소),"글로벌 R&D, 성과지표, R&D 평가, 국제공동연구, 국제협력",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；技术安全、供应链与国际合作,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720260002&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720260002&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720260003,PRG0720260003,831-007,위탁/협동/공동연구보고서,2025-12-31,W3,연구보안 전문인력 양성 교과과정 개발,장항배(중앙대학교 산학협력단),"연구보안, 신뢰가능한 연구환경, 연구보안 내실화, 연구보안 교육, 연구보안 전문인력 양성",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720260003&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720260003&seq=prg_0071P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720260004,PRG0720260004,831-007,위탁/협동/공동연구보고서,2025-12-31,W3,연구보안 실무 전문인력 양성 교육과정 운영에 관한 연구,조용민(국가과학기술인력개발원)," 연구보안, 연구보안교육, 연구보안 전문인력, 교육운영",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720260004&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720260004&seq=prg_0071P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720260021,PRG0720260021,831-007,위탁/협동/공동연구보고서,2025-12-31,W3,범부처 연구지원시스템 운영을 위한 사용자 온·오프라인 교육 및 학습 플랫폼 지원_최종보고서,조무관(국가과학기술인력개발원),"범부처 통합  연구지원시스템, 사용자 교육  개발, 연구관리 전문기관",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720260021&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720260021&seq=prg_0071P@7,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220260001,RES0220260001,831-002,정책기획,2026-01-06,W3,기술패권경쟁 시대 리스크 대응을 위한 글로벌 공급망 분석 연구_firm-level data 분석을 중심으로,이승필(글로벌R&D혁신센터),"기업 데이터, 글로벌공급망, 미중패권경쟁, 수출통제, 이머징 산업‧기술",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；产业创新、创业与区域体系；技术安全、供应链与国际合作,P0-China-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260001&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220260001&seq=res_0026P@3,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260001.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260001.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220260001.md,315964,9ae1340c0b775158d7fd8ba67a9a81ce75ed9b61a864711bb3063f7a339e726f,1,279,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220260002,RES0220260002,831-003,예비타당성조사,2026-01-06,W3,2024년도 사업계획 적정성 검토 미래 판기술 프로젝트 사업,강현규(예비타당성조사1센터),"혁신·도전, 알키미스트, 경쟁형 자유공모, 총괄형지원, 사업계획 적정성 검토",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系；科技前瞻与未来社会,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260002&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220260002&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220260003,RES0220260003,831-005,사업조정,2026-01-06,W3,AI 분야 유망 분야 탐색을 통한 R&D 예산 투자 효율화 연구,박창현(R&D예산정책센터),"AI 분야, R&D예산, R&D정책, 예산배분, 정부연구개발",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260003&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220260003&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260003.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260003.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220260003.md,18167400,92c34393b790596950bab663ce5de59d6e38a5d057e7d82fd340c0a6a1708fa7,312,301385,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220260008,RES0220260008,831-002,정책기획,2026-01-19,W3,2025년 과학기술 국제협력 네트워크 구축 및 강화 연구,진영현(글로벌R&D협력센터),"과학기술혁신, 국제협력, 네트워크, 개도국, 교육훈련 프로그램 ",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系；技术安全、供应链与国际合作,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260008&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220260008&seq=res_0026P@1,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220260010,RES0220260010,831-007,위탁/협동/공동연구보고서,2026-01-22,W3,국가R&D 기획∙관리 지원서비스 구축,이혁성(표준화기획센터),"국가과학기술지식정보서비스, R&D 사업관리, 국가연구개발사업 조사‧분석, 연구개발활동조사, 예산정보, 정책정보, 과학기술통계, 성과평가, 심층분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260010&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220260010&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
